time,seconds_elapsed,bpm
1755569241475000000,-4294882.017,120
1755569242483000000,-4294881.009,120
1755569243491000000,-4294880.001,120
1755569244499000000,-4294878.993,119
1755569245507000000,-4294877.985,120
1755569246515000000,-4294876.977,120
1755569247523000000,-4294875.969,120
1755569248531000000,-4294874.961,119
1755569249539000000,-4294873.953,120
1755569250546000000,-4294872.9460002445,120
1755569251554000000,-4294871.938000244,119
1755569252562000000,-4294870.930000244,119
1755569253570000000,-4294869.922000244,119
1755569254577000000,-4294868.915,119
1755569255585000000,-4294867.907,120
1755569256592000000,-4294866.9,121
1755569257600000000,-4294865.892,121
1755569258607000000,-4294864.885,122
1755569259611000000,-4294863.881,122
1755569260619000000,-4294862.873,122
1755569261627000000,-4294861.865,122
1755569262634000000,-4294860.858000244,122
1755569263642000000,-4294859.850000245,123
1755569264650000000,-4294858.842000244,123
1755569265656000000,-4294857.836,124
1755569266664000000,-4294856.828,124
1755569267671000000,-4294855.821,124
1755569268679000000,-4294854.813,124
1755569269686000000,-4294853.805999756,124
1755569270694000000,-4294852.7979997555,123
1755569271702000000,-4294851.789999756,122
1755569272710000000,-4294850.781999756,122
1755569273718000000,-4294849.773999756,121
1755569274725000000,-4294848.767,121
1755569275731000000,-4294847.761,121
1755569276738000000,-4294846.754000244,121
1755569277746000000,-4294845.746000244,121
1755569278753000000,-4294844.739,120
1755569279761000000,-4294843.731,120
1755569280769000000,-4294842.723,120
1755569281776000000,-4294841.716,120
1755569282784000000,-4294840.708,120
1755569283792000000,-4294839.7,120
1755569284800000000,-4294838.692,120
1755569285807000000,-4294837.685,120
1755569286815000000,-4294836.677,120
1755569287823000000,-4294835.669,120
1755569288831000000,-4294834.661,121
1755569289838000000,-4294833.653999756,121
1755569290846000000,-4294832.645999756,121
1755569291854000000,-4294831.637999756,121
1755569292861000000,-4294830.631,122
1755569293869000000,-4294829.623,122
1755569294876000000,-4294828.616,123
1755569295883000000,-4294827.609,123
1755569296891000000,-4294826.601,123
1755569297899000000,-4294825.593,123
1755569298907000000,-4294824.585,124
1755569299914000000,-4294823.578000244,124
1755569300922000000,-4294822.570000244,124
1755569301930000000,-4294821.562000244,124
1755569302937000000,-4294820.555,124
1755569303945000000,-4294819.547,124
1755569304952000000,-4294818.54,125
1755569305960000000,-4294817.532,125
1755569306967000000,-4294816.525,125
1755569307975000000,-4294815.517,126
1755569308983000000,-4294814.509,126
1755569309991000000,-4294813.501,127
1755569310999000000,-4294812.493,127
1755569312007000000,-4294811.485,128
1755569313015000000,-4294810.477,128
1755569314023000000,-4294809.469,128
1755569315030000000,-4294808.461999756,128
1755569316038000000,-4294807.453999756,128
1755569317045000000,-4294806.447,128
1755569318053000000,-4294805.439,128
1755569319053000000,-4294804.439,129
1755569320061000000,-4294803.431,129
1755569321069000000,-4294802.423,130
1755569322076000000,-4294801.416,130
1755569323083000000,-4294800.409,130
1755569324090000000,-4294799.402000244,130
1755569325098000000,-4294798.394000244,130
1755569326105000000,-4294797.387,130
1755569327113000000,-4294796.379,130
1755569328120000000,-4294795.372,130
1755569329128000000,-4294794.364,130
1755569330136000000,-4294793.356,130
1755569331143000000,-4294792.349,130
1755569332151000000,-4294791.341,130
1755569333158000000,-4294790.333999756,130
1755569334165000000,-4294789.327,130
1755569335173000000,-4294788.319,129
1755569336180000000,-4294787.312,128
1755569337187000000,-4294786.305,128
1755569338194000000,-4294785.298000244,127
1755569339201000000,-4294784.291,126
1755569340209000000,-4294783.283,126
1755569341217000000,-4294782.275,126
1755569342224000000,-4294781.268,126
1755569343232000000,-4294780.26,126
1755569344240000000,-4294779.252,126
1755569345248000000,-4294778.244,126
1755569346255000000,-4294777.237,126
1755569347262000000,-4294776.2299997555,126
1755569348270000000,-4294775.221999756,127
1755569349278000000,-4294774.213999756,128
1755569350285000000,-4294773.207,128
1755569351292000000,-4294772.2,128
1755569352299000000,-4294771.193,129
1755569353307000000,-4294770.185,129
1755569354315000000,-4294769.177,130
1755569355322000000,-4294768.170000244,131
1755569356330000000,-4294767.1620002445,132
1755569357338000000,-4294766.154000244,133
1755569358345000000,-4294765.147,134
1755569359352000000,-4294764.14,134
1755569360360000000,-4294763.132,134
1755569361367000000,-4294762.125,135
1755569362375000000,-4294761.117,135
1755569363382000000,-4294760.109999755,135
1755569364390000000,-4294759.101999756,135
1755569365398000000,-4294758.093999756,135
1755569366406000000,-4294757.085999756,135
1755569367414000000,-4294756.077999756,135
1755569368421000000,-4294755.071,135
1755569369429000000,-4294754.063,135
1755569370437000000,-4294753.055,135
1755569371445000000,-4294752.047,135
1755569372453000000,-4294751.039,135
1755569373460000000,-4294750.032,135
1755569374468000000,-4294749.024,135
1755569375476000000,-4294748.016,136
1755569376484000000,-4294747.008,136
1755569377491000000,-4294746.001,136
1755569378499000000,-4294744.993,136
1755569379507000000,-4294743.985,137
1755569380515000000,-4294742.977,137
1755569381523000000,-4294741.969,137
1755569382530000000,-4294740.962000244,137
1755569383537000000,-4294739.955,137
1755569384545000000,-4294738.947,137
1755569385553000000,-4294737.939,136
1755569386560000000,-4294736.932,136
1755569387568000000,-4294735.924,135
1755569388575000000,-4294734.917,135
1755569389583000000,-4294733.909,135
1755569390590000000,-4294732.901999756,135
1755569391598000000,-4294731.893999756,135
1755569392605000000,-4294730.887,135
1755569393613000000,-4294729.879,134
1755569394620000000,-4294728.872,134
1755569395628000000,-4294727.864,134
1755569396635000000,-4294726.857,133
1755569397642000000,-4294725.850000245,133
1755569398649000000,-4294724.843,133
1755569399657000000,-4294723.835,133
1755569400665000000,-4294722.827,133
1755569401672000000,-4294721.82,133
1755569402679000000,-4294720.813,132
1755569403687000000,-4294719.805,132
1755569404694000000,-4294718.7979997555,132
1755569405701000000,-4294717.791,131
1755569406709000000,-4294716.783,131
1755569407716000000,-4294715.776,131
1755569408723000000,-4294714.769,131
1755569409731000000,-4294713.761,131
1755569410738000000,-4294712.754000244,131
1755569411745000000,-4294711.747,131
1755569412752000000,-4294710.74,131
1755569413759000000,-4294709.733,131
1755569414766000000,-4294708.725999756,132
1755569415773000000,-4294707.719,132
1755569416781000000,-4294706.711,132
1755569417788000000,-4294705.704,133
1755569418796000000,-4294704.696,134
1755569419803000000,-4294703.689,135
1755569420811000000,-4294702.681,136
1755569421819000000,-4294701.673,136
1755569422826000000,-4294700.666000244,135
1755569423834000000,-4294699.658000244,135
1755569424841000000,-4294698.651,135
1755569425848000000,-4294697.644,135
1755569426855000000,-4294696.637,136
1755569427863000000,-4294695.629,136
1755569428870000000,-4294694.6219997555,137
1755569429877000000,-4294693.615,137
1755569430885000000,-4294692.607,137
1755569431892000000,-4294691.6,137
1755569432900000000,-4294690.592,137
1755569433907000000,-4294689.585,137
1755569434915000000,-4294688.577,137
1755569435923000000,-4294687.569,136
1755569436930000000,-4294686.562000244,0
1755569437938000000,-4294685.5540002445,135
1755569438946000000,-4294684.546000244,135
1755569439953000000,-4294683.539,134
1755569440961000000,-4294682.531,133
1755569441968000000,-4294681.524,132
1755569442976000000,-4294680.516,131
1755569443983000000,-4294679.509,131
1755569444990000000,-4294678.501999756,131
1755569445998000000,-4294677.493999756,131
1755569447005000000,-4294676.487,131
1755569448013000000,-4294675.479,131
1755569449020000000,-4294674.472,131
1755569450027000000,-4294673.465,131
1755569451035000000,-4294672.457,131
1755569452042000000,-4294671.450000244,131
1755569453050000000,-4294670.442000244,131
1755569454057000000,-4294669.435,131
1755569455065000000,-4294668.427,131
1755569456072000000,-4294667.42,130
1755569457080000000,-4294666.412,130
1755569458087000000,-4294665.405,130
1755569459094000000,-4294664.397999756,130
1755569460102000000,-4294663.389999756,129
1755569461109000000,-4294662.383,129
1755569462116000000,-4294661.376,129
1755569463123000000,-4294660.369,129
1755569464130000000,-4294659.362000244,129
1755569465137000000,-4294658.355,129
1755569466144000000,-4294657.348,129
1755569467152000000,-4294656.34,129
1755569468160000000,-4294655.332,129
